Organization Name,CID,Column1,Program,Region,Company Website,Address,Address2,Address3,City,State,Zip
"Genesis Solar, LLC",C003539,"801 Pennsylvania Ave., N.W. Suite 220, Washington, DC 20004",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.nexteraenergyresources.com,"801 Pennsylvania Ave., N.W.",Suite 220,,Washington,DC,20004
"GenOn California South, LP",C000119,"1360 Post Oak Blvd. Suite 2000, Houston, TX 77056",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Western,www.genon.com,1360 Post Oak Blvd.,Suite 2000,,Houston,TX,77056
"GenOn Energy Management, LLC",C001276,"1360 Post Oak Blvd. Suite 2000, Houston, TX 77056",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Western,www.genon.com,1360 Post Oak Blvd.,Suite 2000,,Houston,TX,77056
"GenOn Power Midwest, LP",C000124,"1360 Post Oak Blvd. Suite 2000, Houston, TX 77056",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.genon.com,1360 Post Oak Blvd.,Suite 2000,,Houston,TX,77056
"GenOn REMA, LLC",C000036,"1360 Post Oak Blvd. Suite 2000, Houston, TX 77056",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.genon.com,1360 Post Oak Blvd.,Suite 2000,,Houston,TX,77056
"GenOn Wholesale Generation, LP",C000122,"1360 Post Oak Blvd. Suite 2000, Houston, TX 77056",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.genon.com,1360 Post Oak Blvd.,Suite 2000,,Houston,TX,77056
Georgia Power Company,C001553,"241 Ralph McGill Boulevard NE, Atlanta, GA 30308",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.southernco.com,241 Ralph McGill Boulevard NE,,,Atlanta,GA,30308
"Geysers Power Company, LLC",C000245,"10350 Socrates Mine Road, Middletown, CA 94561",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Western,www.calpine.com,10350 Socrates Mine Road,,,Middletown,CA,94561
"Gibson City Energy Center, LLC",C003875,"3033 Wilson Blvd. Suite 700, Arlington, VA 22201",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Western,www.earthriseenergy.com,3033 Wilson Blvd.,Suite 700,,Arlington,VA,22201
"Gilbert Power, LLC",C008741,"200 West Madison Suite 3810, Chicago, IL 60606",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.mrpheritagepower.com,200 West Madison,Suite 3810,,Chicago,IL,60606
"Gilroy Energy Center, LLC",C000249,"717 Texas Avenue, Suite 1000, Houston, TX 77002",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Western,www.calpine.com,"717 Texas Avenue, Suite 1000",,,Houston,TX,77002
"Glaciers Edge Wind Project, LLC",C010246,"15445 Innovation Dr., San Diego, CA 92128",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Western,www.edf-re.com,15445 Innovation Dr.,,,San Diego,CA,92128
"Golden Hills Interconnection, LLC",C004921,"700 Universe Blvd., Juno Beach, FL 33408",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.nexteraenergyresources.com,700 Universe Blvd.,,,Juno Beach,FL,33408
"Golden Hills North Wind, LLC",C007676,"700 Universe Blvd., Juno Beach, FL 33408",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.nexteraenergyresources.com,700 Universe Blvd.,,,Juno Beach,FL,33408
"Golden Hills Wind, LLC",C004879,"700 Universe Blvd., Juno Beach, FL 33408",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.nexteraenergyresources.com,700 Universe Blvd.,,,Juno Beach,FL,33408
"Golden Spread Electric Cooperative, Inc.",C001298,"Suite 300 905 South Fillmore, Amarillo, TX 79101-3541",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,www.gsec.coop,Suite 300,905 South Fillmore,,Amarillo,TX,79101-3541
"Golden Spread Panhandle Wind Ranch, LLC",C002103,"905 South Fillmore Street Suite 220, Amarillo, TX 79101",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,www.gsec.coop,905 South Fillmore Street,Suite 220,,Amarillo,TX,79101
"Golden West Power Partners, LLC",C004860,"700 Universe Blvd., Juno Beach, FL 33408",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.nexteraenergyresources.com,700 Universe Blvd.,,,Juno Beach,FL,33408
"Goodwell Wind Project, LLC",C004945,"100 Brickstone Square., Ste 300, Andover, MA 01810-2452",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Western,www.enelnorthamerica.com,"100 Brickstone Square., Ste 300",,,Andover,MA,01810-2452
Goshen Phase II LLC,C001317,"Attn: Carla Holly 201 Helios Way, Houston, TX 77079",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Western,www.bp.com,Attn: Carla Holly,201 Helios Way,,Houston,TX,77079
"Grace Orchard Energy Center, LLC",C012124,"700 Universe Blvd., Juno Beach, FL 33408",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.nexteraenergyresources.com,700 Universe Blvd.,,,Juno Beach,FL,33408
Grand Ridge Energy II LLC,C001177,"One South Wacker Drive Suite 1900, Chicago, IL 60606",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,www.invenergyllc.com,One South Wacker Drive,Suite 1900,,Chicago,IL,60606
Grand Ridge Energy III LLC,C001178,"One South Wacker Drive Suite 1900, Chicago, IL 60606",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,www.invenergyllc.com,One South Wacker Drive,Suite 1900,,Chicago,IL,60606
Grand Ridge Energy IV LLC,C001179,"One South Wacker Drive Suite 1900, Chicago, IL 60606",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,www.invenergyllc.com,One South Wacker Drive,Suite 1900,,Chicago,IL,60606
Grand Ridge Energy LLC,C001170,"One South Wacker Drive Suite 1900, Chicago, IL 60606",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,www.invenergyllc.com,One South Wacker Drive,Suite 1900,,Chicago,IL,60606
Grand Ridge Energy Storage LLC,C004490,"One South Wacker Drive Suite 1900, Chicago, IL 60606",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,www.invenergyllc.com,One South Wacker Drive,Suite 1900,,Chicago,IL,60606
Grand Ridge Energy V LLC,C001180,"One South Wacker Drive Suite 1900, Chicago, IL 60606",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,www.invenergyllc.com,One South Wacker Drive,Suite 1900,,Chicago,IL,60606
Grand River Dam Authority,C003527,"8142 Hwy 412B, CHOUTEAU, OK 74337",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,www.grda.com,8142 Hwy 412B,,,CHOUTEAU,OK,74337
"Grand Tower Energy Center, LLC",C003874,"24 Waterway Avenue, Suite 800, The Woodlands, TX 77680",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,www.rocklandcapital.com,"24 Waterway Avenue, Suite 800",,,The Woodlands,TX,77680
"Granite Hill Solar, LLC",C011999,"400 Montgomery Street, 8th Floor, San Francisco, CA 94104",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Western,lightsourcebp.com,"400 Montgomery Street, 8th Floor",,,San Francisco,CA,94104
"Granite Reliable Power, LLC",C002486,"700 Universe Blvd., Juno Beach, FL 33408",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.nexteraenergyresources.com,700 Universe Blvd.,,,Juno Beach,FL,33408
Gratiot County Wind II LLC,C002503,"One South Wacker Drive Suite 1900, Chicago, IL 60606",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Western,www.invenergyllc.com,One South Wacker Drive,Suite 1900,,Chicago,IL,60606
Gratiot County Wind LLC,C002502,"One South Wacker Drive Suite 1900, Chicago, IL 60606",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Western,www.invenergyllc.com,One South Wacker Drive,Suite 1900,,Chicago,IL,60606
"Gray County Wind Energy, LLC",C000699,"801 Pennsylvania Ave., N.W. Suite 220, Washington, DC 20004",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.nexteraenergyresources.com,"801 Pennsylvania Ave., N.W.",Suite 220,,Washington,DC,20004
"Gray County Wind, LLC",C010614,"700 Universe Blvd., Juno Beach, FL 33408",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.nexteraenergyresources.com,700 Universe Blvd.,,,Juno Beach,FL,33408
"Grazing Yak Solar, LLC",C010314,"700 Universe Blvd., Juno Beach, FL 33408",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.nexteraenergyresources.com,700 Universe Blvd.,,,Juno Beach,FL,33408
"Great Bay Solar II, LLC",C010419,"354 Davis Road, Oakville, ON L6J 2X1",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.libertyutilities.com,354 Davis Road,,,Oakville,ON,L6J 2X1
Great Falls Hydroelectric Company,C011135,"7315 Wisconsin Ave Suite 1100W, Bethesda, MD 20814",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.eaglecreekre.com,7315 Wisconsin Ave,Suite 1100W,,Bethesda,MD,20814
"Great Prairie Wind, LLC",C011516,"700 Universe Blvd. Suite 220, Juno Beach, FL 33408",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.nexteraenergyresources.com,700 Universe Blvd.,Suite 220,,Juno Beach,FL,33408
"Great Western Wind Energy, LLC",C005331,"15445 Innovation Drive, San Diego, CA 92128",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Western,www.edf-re.com,15445 Innovation Drive,,,San Diego,CA,92128
Green Mountain Power Corporation,C001745,"163 Acorn Lane, Colchester, VT 05446",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.greenmountainpower.com,163 Acorn Lane,,,Colchester,VT,05446
"Green Mountain Storage, LLC",C004943,"700 Universe Blvd., Juno Beach, FL 33408",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.nexteraenergyresources.com,700 Universe Blvd.,,,Juno Beach,FL,33408
"Green River Wind Farm Phase 1, LLC",C010348,"8400 Normandale Lake Boulevard Suite 1200, Bloomington, MN 55437",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,https://nationalgridrenewables.com,8400 Normandale Lake Boulevard,Suite 1200,,Bloomington,MN,55437
Greendiesel Company LLC,C002540,"5728 Deerfield Drive Suite 1, Memphis, TN 38134",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,www.greendiesel.us,5728 Deerfield Drive,Suite 1,,Memphis,TN,38134
"Greensville County Solar Project, LLC",C010769,"120 Tredegar Street, Richmond, VA 23219",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.dominionenergy.com,120 Tredegar Street,,,Richmond,VA,23219
"Gridforce Energy Management, LLC",C011378,"1301 Fannin St Suite 1000, Houston, TX 77002",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,https://www.naes.com/subsidiaries/gridforce/,1301 Fannin St,Suite 1000,,Houston,TX,77002
GridLiance Heartland LLC,C009068,"700 Universe Blvd., Juno Beach, FL 33408",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,www.nexteraenergyresources.com,700 Universe Blvd.,,,Juno Beach,FL,33408
GridLiance High Plains LLC,C005067,"700 Universe Blvd., Juno Beach, FL 33408",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,www.nexteraenergyresources.com,700 Universe Blvd.,,,Juno Beach,FL,33408
"GridLiance Management, LLC",C011375,"700 Universe Blvd., Juno Beach, FL 33408",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.nexteraenergyresources.com,700 Universe Blvd.,,,Juno Beach,FL,33408
GridLiance West LLC,C005519,"700 Universe Blvd., Juno Beach, FL 33408",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Western,www.nexteraenergyresources.com,700 Universe Blvd.,,,Juno Beach,FL,33408
Gulf Power Company,C001554,"700 Universe Blvd., Juno Beach, FL 33408",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.nexteraenergyresources.com,700 Universe Blvd.,,,Juno Beach,FL,33408
"Hamilton Power, LLC",C010262,"200 West Madison Suite 3810, Chicago, IL 60606",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,www.mrpheritagepower.com,200 West Madison,Suite 3810,,Chicago,IL,60606
"Hancock County Wind, LLC",C010315,"700 Universe Blvd., Juno Beach, FL 33408",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.nexteraenergyresources.com,700 Universe Blvd.,,,Juno Beach,FL,33408
Hanging Rock Power Company LLC,C002140,"Vistra Corp. 6555 Sierra Drive, Irving, TX 75039",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.vistracorp.com,Vistra Corp.,6555 Sierra Drive,,Irving,TX,75039
"Happy Solar 1, LLC",C011721,"400 Montgomery Street 8th floor, San Francisco, CA 94104",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Western,www.lightsourcebp.com,400 Montgomery Street,8th floor,,San Francisco,CA,94104
Hardee Power Partners Limited,C001173,"One South Wacker Drive Suite 1900, Chicago, IL 60606",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Western,www.invenergyllc.com,One South Wacker Drive,Suite 1900,,Chicago,IL,60606
"Hardin Hilltop Wind, LLC",C004960,"1639 320th Street, Jamaica, IA 50128",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,jcp-law.com,1639 320th Street,,,Jamaica,IA,50128
Hardin Solar Energy LLC,C010673,"120 Tredegar Street, Richmond, VA 23219",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Western,www.dominionenergy.com,120 Tredegar Street,,,Richmond,VA,23219
"Harmony Florida Solar II, LLC",C012228,"700 Universe Blvd., Juno Beach, FL 33408",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.nexteraenergyresources.com,700 Universe Blvd.,,,Juno Beach,FL,33408
"Harmony Florida Solar, LLC",C010731,"700 Universe Blvd., Juno Beach, FL 33408",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.nexteraenergyresources.com,700 Universe Blvd.,,,Juno Beach,FL,33408
"Harts Mill Solar, LLC",C010773,"1800 Avenue of the Stars 3rd Floor, Los Angeles, CA 90067",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Western,https://kaynecapital.com/,1800 Avenue of the Stars,3rd Floor,,Los Angeles,CA,90067
Hawaiian Electric Company,C011397,"820 Ward Avenue, Honolulu, HI 96814",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Western,www.heco.com,820 Ward Avenue,,,Honolulu,HI,96814
"Heartland Divide Wind II, LLC",C010972,"700 Universe Blvd., Juno Beach, FL 33408",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.nexteraenergyresources.com,700 Universe Blvd.,,,Juno Beach,FL,33408
"Heartland Divide Wind Project, LLC",C008981,"700 Universe Blvd., Juno Beach, FL 33408",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.nexteraenergyresources.com,700 Universe Blvd.,,,Juno Beach,FL,33408
"Helix Ironwood, LLC",C001944,"1700 Broadway, 35thFloor, New York, NY 10019",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Western,www.lspower.com,"1700 Broadway, 35thFloor",,,New York,NY,10019
"Heritage Power Marketing, LLC",C008746,"200 West Madison Suite 3810, Chicago, IL 60606",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.mrpheritagepower.com,200 West Madison,Suite 3810,,Chicago,IL,60606
"Hermiston Power, LLC",C000345,"717 Texas Avenue, Suite 1000, Houston, TX 77002",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,www.calpine.com,"717 Texas Avenue, Suite 1000",,,Houston,TX,77002
"High Banks Wind, LLC",C011962,"700 Universe Blvd., Juno Beach, FL 33408",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Central,www.nexteraenergyresources.com,700 Universe Blvd.,,,Juno Beach,FL,33408
"High Lonesome Mesa Wind, LLC",C010219,"700 Universe Blvd., Juno Beach, FL 33408",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.nexteraenergyresources.com,700 Universe Blvd.,,,Juno Beach,FL,33408
"High Majestic Interconnection Services, LLC",C003024,"801 Pennsylvania Ave., N.W. Suite 220, Washington, DC 20004",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.nexteraenergyresources.com,"801 Pennsylvania Ave., N.W.",Suite 220,,Washington,DC,20004
"High Majestic Wind Energy Center, LLC",C000701,"801 Pennsylvania Ave., N.W. Suite 220, Washington, DC 20004",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.nexteraenergyresources.com,"801 Pennsylvania Ave., N.W.",Suite 220,,Washington,DC,20004
"High Majestic Wind I, LLC",C010613,"700 Universe Blvd., Juno Beach, FL 33408",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.nexteraenergyresources.com,700 Universe Blvd.,,,Juno Beach,FL,33408
"High River Energy Center, LLC",C012229,"700 Universe Blvd., Juno Beach, FL 33408",FPA (Traditional Cost of Service and Market Based Rates) Public Utilities,Eastern,www.nexteraenergyresources.com,700 Universe Blvd.,,,Juno Beach,FL,33408
